measured_from,datetime,lat,lng,precise
P1,2022-06-26 10:22:25,46.5213805555556,6.57392222222222,on
P1,2022-06-26 10:22:47,46.5213611111111,6.57386388888889,on
P1,2022-06-26 10:23:24,46.5213583333333,6.57384444444444,on
P1,2022-06-26 10:23:54,46.5213583333333,6.57384444444444,on
P1,2022-06-26 10:24:22,46.5213583333333,6.57384444444444,on
P1,2022-06-26 10:24:58,46.5213583333333,6.57384444444444,on
P1,2022-06-26 10:25:58,46.5213583333333,6.57384444444444,on
P1,2022-06-26 10:26:37,46.5213583333333,6.57384444444444,on
P1,2022-06-26 10:27:16,46.5213583333333,6.57384444444444,on
P1,2022-06-26 10:28:08,46.5213861111111,6.57386944444444,on
P1,2022-06-26 10:28:21,46.5213861111111,6.57386944444444,on
P1,2022-06-26 10:28:49,46.5213861111111,6.57386944444444,on
P1,2022-06-26 10:29:08,46.5213861111111,6.57386944444444,on
P1,2022-06-26 10:29:44,46.5213861111111,6.57386944444444,on
P1,2022-06-26 10:31:07,46.5213861111111,6.57386944444444,on
P1,2022-06-26 10:33:11,46.5213611111111,6.57387777777778,on
P1,2022-06-26 10:33:25,46.5213611111111,6.57387777777778,on
P1,2022-06-26 10:34:01,46.5213611111111,6.57387777777778,on
P1,2022-06-26 10:34:20,46.5213611111111,6.57387777777778,on
P1,2022-06-26 10:34:49,46.5213611111111,6.57387777777778,on
P1,2022-06-26 10:35:50,46.5213611111111,6.57387777777778,on
P1,2022-06-26 10:36:37,46.5213611111111,6.57387777777778,on
P1,2022-06-26 10:37:57,46.5213666666667,6.57385,on
P1,2022-06-26 10:38:40,46.5213666666667,6.57385,on
P1,2022-06-26 10:39:11,46.5213666666667,6.57385,on
P1,2022-06-26 10:39:44,46.5213666666667,6.57385,on
P1,2022-06-26 10:40:47,46.5213666666667,6.57385,on
P1,2022-06-26 10:41:24,46.5213861111111,6.57386944444444,on
P1,2022-06-26 10:43:01,46.5213861111111,6.57386944444444,on
P1,2022-06-26 10:43:56,46.5213861111111,6.57386944444444,on
P1,2022-06-26 10:44:22,46.5213861111111,6.57386944444444,on
P1,2022-06-26 10:44:42,46.5213861111111,6.57386944444444,on
P1,2022-06-26 10:45:31,46.5213861111111,6.57386944444444,on
P1,2022-06-26 10:46:46,46.52135,6.57390277777778,on
P1,2022-06-26 10:47:12,46.5213583333333,6.57389444444444,on
P1,2022-06-26 10:47:58,46.5213583333333,6.57389444444444,on
P1,2022-06-26 10:48:53,46.5213583333333,6.57389444444444,on
P1,2022-06-26 10:50:01,46.5213583333333,6.57389444444444,on
P1,2022-06-26 10:50:58,46.5213583333333,6.57389444444444,on
