,datetime,measured_from,precise,lat,lng,ghpe
27,2024:04:27 13:35:21,P2,on,45.82843333333334,15.220286111111111,4.762588753774586
28,2024:04:27 13:34:32,P2,on,45.82843333333334,15.220213888888889,4.835844861660079
29,2024:04:27 13:32:30,P1,on,45.828475000000005,15.220475,4.759924331451174
30,2024:04:27 13:38:08,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
31,2024:04:27 13:34:35,P2,on,45.828425,15.220222222222223,4.291599976287865
32,2024:04:27 13:38:06,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
33,2024:04:27 13:33:52,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
34,2024:04:27 13:36:40,P3,on,45.828411111111116,15.220325,3.5355339046563916
35,2024:04:27 13:35:11,P2,on,45.82843333333334,15.22028888888889,4.760788594913948
36,2024:04:27 13:33:54,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
37,2024:04:27 13:33:15,P1,on,45.828472222222224,15.220491666666668,4.755519456545817
38,2024:04:27 13:33:58,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
39,2024:04:27 13:33:33,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
40,2024:04:27 13:33:04,P1,on,45.828472222222224,15.22048611111111,4.757014765579694
41,2024:04:27 13:36:43,P3,on,45.82840277777778,15.220347222222223,3.5355339046563916
42,2024:04:27 13:38:11,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
43,2024:04:27 13:32:38,P1,on,45.828475000000005,15.22048888888889,4.755006244347789
44,2024:04:27 13:34:53,P2,on,45.828430555555556,15.220247222222222,4.592671694587199
45,2024:04:27 13:37:24,P3,on,45.82836666666667,15.220605555555556,4.7283314304354915
46,2024:04:27 13:38:18,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
47,2024:04:27 13:33:11,P1,on,45.828475000000005,15.220491666666668,4.755432339277686
48,2024:04:27 13:37:57,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
49,2024:04:27 13:37:53,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
50,2024:04:27 13:35:10,P2,on,45.828430555555556,15.22028888888889,4.763896943086737
51,2024:04:27 13:34:36,P2,on,45.828425,15.220225000000001,4.166461858398715
52,2024:04:27 13:37:33,P3,on,45.82836666666667,15.220605555555556,4.725740445307623
53,2024:04:27 13:32:30,P1,on,45.828475000000005,15.220475,4.755709099426162
54,2024:04:27 13:35:02,P2,on,45.82844166666667,15.220272222222222,4.59267167748548
55,2024:04:27 13:32:35,P1,on,45.828472222222224,15.220483333333334,4.760868148341263
56,2024:04:27 13:35:38,P2,off,45.80892222222222,15.227494444444444,3335.101204819277
57,2024:04:27 13:32:42,P1,on,45.828475000000005,15.220491666666668,4.758963154235773
58,2024:04:27 13:32:48,P1,on,45.828475000000005,15.220491666666668,4.762579949140788
59,2024:04:27 13:35:57,P2,off,45.80892222222222,15.227494444444444,3335.101204819277
60,2024:04:27 13:38:21,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
61,2024:04:27 13:33:55,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
62,2024:04:27 13:35:45,P2,off,45.80892222222222,15.227494444444444,3335.101204819277
63,2024:04:27 13:34:01,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
64,2024:04:27 13:33:39,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
65,2024:04:27 13:35:12,P2,on,45.828430555555556,15.220286111111111,4.765481151274348
66,2024:04:27 13:34:46,P2,on,45.828430555555556,15.220244444444445,4.169383437136812
67,2024:04:27 13:36:39,P3,on,45.82841388888889,15.220316666666667,3.5355339046563916
68,2024:04:27 13:37:28,P3,on,45.82836666666667,15.220605555555556,4.726891036321226
69,2024:04:27 13:34:35,P2,on,45.828425,15.220222222222223,4.291599976287865
70,2024:04:27 13:37:59,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
71,2024:04:27 13:37:35,P3,on,45.82836666666667,15.220605555555556,4.728538102643857
72,2024:04:27 13:35:40,P2,off,45.80892222222222,15.227494444444444,3335.101204819277
73,2024:04:27 13:33:00,P1,on,45.82846944444445,15.220477777777777,4.76080802882141
74,2024:04:27 13:33:46,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
75,2024:04:27 13:36:37,P3,on,45.82842222222222,15.220297222222221,3.5355339046563916
76,2024:04:27 13:32:40,P1,on,45.828475000000005,15.220491666666668,4.761625198024415
77,2024:04:27 13:33:47,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
