,datetime,measured_from,precise,lat,lng,ghpe
331,2024:04:02 14:17:51,P2,on,46.050925,14.468441666666667,4.593676239181747
332,2024:04:02 14:23:11,P3,on,46.05014444444444,14.468591666666667,4.593675322606341
333,2024:04:02 14:20:25,P1,on,46.05072777777777,14.469436111111111,4.739981725623287
334,2024:04:02 14:25:46,P3,off,46.049816666666665,14.497625,5972.520491803279
335,2024:04:02 14:30:19,P2,off,46.049816666666665,14.497625,5972.520491803279
336,2024:04:02 14:25:40,P3,off,46.049816666666665,14.497625,5972.520491803279
337,2024:04:02 14:32:26,P1,off,46.049816666666665,14.497625,5972.520491803279
338,2024:04:02 14:23:19,P3,on,46.05014444444444,14.468591666666667,4.723411698852505
339,2024:04:02 14:25:33,P3,off,46.049816666666665,14.497625,5972.520491803279
340,2024:04:02 14:19:54,P1,on,46.0507,14.469452777777779,4.593674996470422
341,2024:04:02 14:23:02,P3,on,46.05014444444444,14.468591666666667,4.593675322606341
342,2024:04:02 14:23:28,P3,on,46.05014444444444,14.468591666666667,4.729401827535898
343,2024:04:02 14:23:29,P3,on,46.05014444444444,14.468591666666667,4.729444980030299
344,2024:04:02 14:16:57,P2,on,46.05090277777777,14.468375,4.774159197799272
345,2024:04:02 14:20:02,P1,on,46.0507,14.469452777777779,4.593674996470422
346,2024:04:02 14:25:52,P3,off,46.049816666666665,14.497625,5972.520491803279
347,2024:04:02 14:17:42,P2,on,46.050925,14.468441666666667,3.5355339046563916
348,2024:04:02 14:25:37,P3,off,46.049816666666665,14.497625,5972.520491803279
349,2024:04:02 14:16:40,P2,on,46.05092222222222,14.468452777777777,4.7732437647395125
350,2024:04:02 14:32:17,P1,off,46.049816666666665,14.497625,5972.520491803279
351,2024:04:02 14:23:17,P3,on,46.05014444444444,14.468591666666667,4.7219108994116
352,2024:04:02 14:20:31,P1,on,46.050725,14.469436111111111,4.738001645488619
353,2024:04:02 14:19:51,P1,on,46.0507,14.469452777777779,4.59367498799808
354,2024:04:02 14:22:56,P3,on,46.050124999999994,14.4686,3.5355339046563916
355,2024:04:02 14:30:20,P2,off,46.049816666666665,14.497625,5972.520491803279
356,2024:04:02 14:23:08,P3,on,46.05014444444444,14.468591666666667,4.593675322606341
357,2024:04:02 14:23:18,P3,on,46.05014444444444,14.468591666666667,4.723411698852505
358,2024:04:02 14:16:34,P2,on,46.050925,14.468441666666667,4.593676228628658
359,2024:04:02 14:17:38,P2,on,46.050925,14.468441666666667,3.5355339046563916
360,2024:04:02 14:30:33,P2,off,46.049816666666665,14.497625,5972.520491803279
361,2024:04:02 14:16:35,P2,on,46.050925,14.468441666666667,4.593676228628658
362,2024:04:02 14:23:43,P3,on,46.05014444444444,14.468591666666667,4.731435613062231
363,2024:04:02 14:16:36,P2,on,46.05093055555555,14.468444444444444,4.771409042085734
364,2024:04:02 14:16:51,P2,on,46.05090277777777,14.468405555555556,4.779103841440674
365,2024:04:02 14:23:10,P3,on,46.05014444444444,14.468591666666667,4.593675322606341
366,2024:04:02 14:16:21,P2,on,46.050925,14.468441666666667,4.593676239181747
367,2024:04:02 14:17:44,P2,on,46.050925,14.468441666666667,3.5355339046563916
368,2024:04:02 14:23:24,P3,on,46.05014444444444,14.468591666666667,4.728600990781965
369,2024:04:02 14:20:23,P1,on,46.05073055555555,14.46945,4.739161399448055
370,2024:04:02 14:30:14,P2,off,46.049816666666665,14.497625,5972.520491803279
371,2024:04:02 14:16:39,P2,on,46.050925,14.468444444444444,4.7719818706221675
372,2024:04:02 14:25:44,P3,off,46.049816666666665,14.497625,5972.520491803279
373,2024:04:02 14:32:19,P1,off,46.049816666666665,14.497625,5972.520491803279
374,2024:04:02 14:16:18,P2,on,46.050925,14.468444444444444,4.593676228628658
375,2024:04:02 14:24:43,P3,on,46.05014166666666,14.46861111111111,3.5355339046563916
376,2024:04:02 14:23:20,P3,on,46.05014444444444,14.468591666666667,4.723447256493017
377,2024:04:02 14:32:32,P1,off,46.049816666666665,14.497625,5972.520491803279
378,2024:04:02 14:20:27,P1,on,46.05072777777777,14.469436111111111,4.740486039296794
379,2024:04:02 14:32:41,P1,off,46.049816666666665,14.497625,5972.520491803279
380,2024:04:02 14:30:17,P2,off,46.049816666666665,14.497625,5972.520491803279
381,2024:04:02 14:32:27,P1,off,46.049816666666665,14.497625,5972.520491803279
382,2024:04:02 14:23:14,P3,on,46.05014444444444,14.468591666666667,4.593675322606341
383,2024:04:02 14:23:25,P3,on,46.05014444444444,14.468591666666667,4.728600990781965
384,2024:04:02 14:16:42,P2,on,46.050925,14.468444444444444,4.78649717880537
385,2024:04:02 14:20:38,P1,on,46.050725,14.469436111111111,4.735099582455751
386,2024:04:02 14:30:13,P2,off,46.049816666666665,14.497625,5972.520491803279
387,2024:04:02 14:16:28,P2,on,46.050925,14.468441666666667,4.593676239181747
388,2024:04:02 14:23:34,P3,on,46.05014444444444,14.468591666666667,4.730909611393401
389,2024:04:02 14:20:38,P1,on,46.050725,14.469436111111111,4.735364075807565
390,2024:04:02 14:17:36,P2,on,46.050925,14.468441666666667,3.5355339046563916
391,2024:04:02 14:17:06,P2,on,46.05090833333333,14.468380555555555,4.78497755126805
392,2024:04:02 14:30:37,P2,off,46.049816666666665,14.497625,5972.520491803279
393,2024:04:02 14:30:28,P2,off,46.049816666666665,14.497625,5972.520491803279
394,2024:04:02 14:25:52,P3,off,46.049816666666665,14.497625,5972.520491803279
395,2024:04:02 14:23:32,P3,on,46.05014444444444,14.468591666666667,4.729540110250183
396,2024:04:02 14:17:44,P2,on,46.050925,14.468441666666667,3.5355339046563916
397,2024:04:02 14:16:53,P2,on,46.05090277777777,14.468380555555555,4.778501195854371
398,2024:04:02 14:25:53,P3,off,46.049816666666665,14.497625,5972.520491803279
399,2024:04:02 14:23:15,P3,on,46.05014444444444,14.468591666666667,4.593675322606341
400,2024:04:02 14:23:27,P3,on,46.05014444444444,14.468591666666667,4.729643219611211
401,2024:04:02 14:23:31,P3,on,46.05014444444444,14.468591666666667,4.729540110250183
402,2024:04:02 14:20:26,P1,on,46.05072777777777,14.469436111111111,4.740595158269556
403,2024:04:02 14:23:46,P3,on,46.050124999999994,14.468619444444444,4.738613812264338
404,2024:04:02 14:30:31,P2,off,46.049816666666665,14.497625,5972.520491803279
405,2024:04:02 14:20:07,P1,on,46.0507,14.469452777777779,4.593674996470422
406,2024:04:02 14:23:18,P3,on,46.05014444444444,14.468591666666667,4.722854785478548
407,2024:04:02 14:32:43,P1,off,46.049816666666665,14.497625,5972.520491803279
408,2024:04:02 14:20:05,P1,on,46.0507,14.469452777777779,4.593674996470422
409,2024:04:02 14:32:38,P1,off,46.049816666666665,14.497625,5972.520491803279
410,2024:04:02 14:16:30,P2,on,46.050925,14.468441666666667,4.593676239181747
411,2024:04:02 14:16:41,P2,on,46.05092222222222,14.468452777777777,4.7732437647395125
412,2024:04:02 14:25:45,P3,off,46.049816666666665,14.497625,5972.520491803279
413,2024:04:02 14:20:01,P1,on,46.0507,14.469452777777779,4.593674996470422
414,2024:04:02 14:17:54,P2,on,46.050925,14.468441666666667,4.593676239181747
415,2024:04:02 14:23:04,P3,on,46.05014444444444,14.468591666666667,4.593675322606341
416,2024:04:02 14:23:33,P3,on,46.05014444444444,14.468591666666667,4.729961371318204
417,2024:04:02 14:22:57,P3,on,46.050124999999994,14.4686,4.593675298804781
418,2024:04:02 14:30:18,P2,off,46.049816666666665,14.497625,5972.520491803279
419,2024:04:02 14:16:47,P2,on,46.050911111111105,14.468436111111112,4.7710201429499675
420,2024:04:02 14:30:12,P2,off,46.049816666666665,14.497625,5972.520491803279
421,2024:04:02 14:20:36,P1,on,46.050725,14.469436111111111,4.735284918996685
422,2024:04:02 14:20:21,P1,on,46.05073055555555,14.46945,4.739918504988057
423,2024:04:02 14:17:56,P2,on,46.050925,14.468441666666667,4.593676239181747
424,2024:04:02 14:16:37,P2,on,46.05093055555555,14.468444444444444,4.771409042085734
425,2024:04:02 14:30:07,P2,off,46.049816666666665,14.497625,5972.520491803279
426,2024:04:02 14:26:00,P3,off,46.049816666666665,14.497625,5972.520491803279
427,2024:04:02 14:16:38,P2,on,46.050925,14.468452777777777,4.776557565317256
428,2024:04:02 14:17:09,P2,on,46.05090833333333,14.468391666666667,4.771245743367137
429,2024:04:02 14:30:09,P2,off,46.049816666666665,14.497625,5972.520491803279
430,2024:04:02 14:30:25,P2,off,46.049816666666665,14.497625,5972.520491803279
431,2024:04:02 14:22:54,P3,on,46.05012222222222,14.468602777777777,3.5355339046563916
432,2024:04:02 14:20:24,P1,on,46.05072777777777,14.469436111111111,4.739981725623287
433,2024:04:02 14:32:24,P1,off,46.049816666666665,14.497625,5972.520491803279
434,2024:04:02 14:20:07,P1,on,46.0507,14.469452777777779,4.73680177764156
435,2024:04:02 14:32:27,P1,off,46.049816666666665,14.497625,5972.520491803279
436,2024:04:02 14:20:00,P1,on,46.0507,14.469452777777779,4.593674996470422
437,2024:04:02 14:19:57,P1,on,46.0507,14.469452777777779,4.593674996470422
438,2024:04:02 14:30:24,P2,off,46.049816666666665,14.497625,5972.520491803279
439,2024:04:02 14:17:50,P2,on,46.050925,14.468441666666667,4.593676241371632
440,2024:04:02 14:26:41,P3,off,46.049816666666665,14.497625,5972.520491803279
441,2024:04:02 14:23:45,P3,on,46.05014444444444,14.468591666666667,4.731135415847038
442,2024:04:02 14:26:37,P3,off,46.049816666666665,14.497625,5972.520491803279
444,2024:04:02 14:23:17,P3,on,46.05014444444444,14.468591666666667,4.7219108994116
445,2024:04:02 14:23:47,P3,on,46.050124999999994,14.468619444444444,4.730863963622585
446,2024:04:02 14:23:36,P3,on,46.05014444444444,14.468591666666667,4.731380274529741
447,2024:04:02 14:17:04,P2,on,46.05090833333333,14.468372222222222,4.786046424419695
448,2024:04:02 14:20:06,P1,on,46.0507,14.469452777777779,4.593674996470422
449,2024:04:02 14:17:47,P2,on,46.050925,14.468441666666667,4.593676239181747
450,2024:04:02 14:20:40,P1,on,46.050725,14.469436111111111,4.735649674528701
